mass_A
t	x	v_{x}
0.9500000000000002	0.14642817970274377	0.13693798572165905
0.9541666666666667	0.14697464803199925	0.12526830857137755
0.9583333333333335	0.14747208227417188	0.12468420232663276
0.9625000000000002	0.14801368305138787	0.128157685197356
0.9666666666666668	0.14854006298414987	0.1399136121632801
0.9708333333333334	0.1491796298194152	0.14199346316238537
0.975	0.14972334184383637	0.13110237759215357
0.9791666666666667	0.15027214963268318	0.13157046521083787
0.9833333333333335	0.15081976238726005	0.12580381077396854
0.9875	0.15132051472246624	0.11953542490950515
0.9916666666666667	0.15181589092817258	0.1241149945315965
0.9958333333333332	0.15235480634356283	0.1346583157329405
1.0	0.1529380435592804	0.12216724991518846
1.0041666666666669	0.1533728667595228	0.10751999685652529
1.0083333333333335	0.1538340435330848	0.10760236669515676
1.0125000000000002	0.15426955314864907	0.11645329645542218
1.0166666666666668	0.15480448767021335	0.11951547610192624
1.0208333333333335	0.1552655154494985	0.11341081254991346
1.0250000000000001	0.15574957777479595	0.11315817873225081
1.0291666666666668	0.1562085002722672	0.11834513406972141
1.0333333333333334	0.15673578722537693	0.11784127031715057
1.0375	0.15719051085824345	0.1076950850878744
1.0416666666666667	0.1576332462677759	0.10602544436631733
1.0458333333333334	0.1580740562279628	0.11164729856340802
1.05	0.15856364042247098	0.11195952846701526
1.0541666666666667	0.15900705229852122	0.10912707845272304
1.0583333333333333	0.15947303274291033	0.11451084414679391
1.0625	0.15996130933307787	0.10766641001840208
1.0666666666666669	0.16037025282639703	0.09556669382761554
1.0708333333333335	0.16075769844830798	0.09024417492066954
1.0750000000000002	0.16112228761740258	0.09401650307520566
1.0791666666666668	0.16154116930726806	0.10008253545998262
1.0833333333333335	0.16195630874623576	0.10333821622122667
1.0875000000000001	0.1624023211091116	0.09853844843032276
1.0916666666666668	0.16277746248315514	0.08165623998443254
1.0958333333333334	0.16308278977564852	0.08469075325062897
1.1	0.16348321876024371	0.08562254046809774
1.1041666666666667	0.16379631094621602	0.0659657793357551
1.1083333333333334	0.1640329335880417	0.06934549765940735
1.1125	0.16437419009337775	0.07037498838940498
1.1166666666666667	0.16461939182462001	0.06789410832569283
1.1208333333333333	0.16493997432942517	0.06907249885287417
1.125	0.1651949959817273	0.06579759526207678
1.1291666666666669	0.1654882876232758	0.07081454205689951
1.1333333333333335	0.16578511716553482	0.06519913016738096
1.1375000000000002	0.16603161370800398	0.06230252041418828
1.1416666666666668	0.1663043048356531	0.0640764831507438
1.1458333333333335	0.16656558440092686	0.05878164638494875
1.1500000000000001	0.16679415188886096	0.05866134926564739
1.1541666666666668	0.16705442897814057	0.05369123571771767
1.1583333333333334	0.16724157885317528	0.04739414802203078
1.1625	0.16744938021165753	0.05183392908528718
1.1666666666666667	0.16767352826221935	0.05658468971421347
1.1708333333333334	0.1679209192926093	0.05251939647459469
1.175	0.1681111898995076	0.0438857081305707
1.1791666666666667	0.1682866335270307	0.03112687140351179
1.1833333333333333	0.16837058049453688	0.03393736743395239
1.1875000000000002	0.16856944492231365	0.042170003339899904
1.1916666666666669	0.16872199718903605	0.03569138378969946
1.1958333333333335	0.16886687312056112	0.03908806844050794
1.2000000000000002	0.16904773109270696	0.04412367348397986
1.2041666666666668	0.1692345703995943	0.017551452488718124
1.2083333333333335	0.1691939931967796	-0.00767989046922025
1.2125000000000001	0.16917057131235083	0.052757626276597414
1.2166666666666668	0.1696336400824179	0.055797999365854896
1.2208333333333334	0.16963555464039962	0.011603790301230257
1.225	0.16973033833492815	0.019903258280266484
1.2291666666666667	0.16980141512606847	0.01437037200764282
1.2333333333333334	0.16985009143499188	0.026023702652504956
1.2375	0.17001827931483934	0.033172638978688156
1.2416666666666667	0.17012653009314757	0.023494166712554464
1.2458333333333333	0.17021406403744396	0.008810084235547357
1.2500000000000002	0.17019994746177716	0.004120928299446289
1.2541666666666669	0.17024840510660602	0.00954265280581733
1.2583333333333335	0.1702794695684923	0.0034287982790851593
1.2625000000000002	0.17027697842559839	-0.002016333439610555
1.2666666666666668	0.1702626667898289	-0.0026840130251679227
1.2708333333333335	0.17025461165038866	-0.005133550712055644
1.2750000000000001	0.17021988720056178	-0.007242287569054851
1.2791666666666668	0.17019425925397988	6.006683255176894E-4
1.2833333333333334	0.17022489276994104	-6.091670066971367E-4
1.2875	0.1701891828622574	-0.007995604420452548
1.2916666666666667	0.17015826273310394	-0.013133635697145986
1.2958333333333334	0.1700797358981145	-0.0138424027603859
1.3	0.1700429093767674	-0.0011378169726522173
1.3041666666666667	0.17007025409000912	-0.005875819560748528
1.3083333333333333	0.16999394421376116	-0.015122049960842661
1.3125000000000002	0.1699442370070021	-0.009393413724111685
1.3166666666666669	0.16991566576606024	-0.006166533441136861
1.3208333333333335	0.1698928492283259	-0.015925938114633612
1.3250000000000002	0.16978294961510496	-0.02396091276027903
1.3291666666666668	0.16969317495532357	-0.02589038003992726
1.3333333333333335	0.16956719644810556	-0.021811175578273504
1.3375000000000001	0.16951141515883797	-0.014514067441962318
1.3416666666666668	0.16944624588608923	-0.011601106056555547
1.3458333333333334	0.16941473927503334	-0.008455797611575805
1.35	0.16937578090599273	-0.005585044309523683
1.3541666666666667	0.16936819723912064	-0.007882984017733637
1.3583333333333334	0.16931008937251166	-0.01940314209573379
1.3625	0.16920650438832288	-0.02415815250721152
1.3666666666666667	0.16910877143495154	-0.014212023465100664
1.3708333333333333	0.16908807085944702	-0.00838688676127763
1.3750000000000002	0.16903888071194087	-0.008057908132989561
1.3791666666666669	0.16902092162500545	-0.0038812652145759755
1.3833333333333335	0.16900653683515274	-0.002101596039902464
1.3875000000000002	0.16900340832467295	-2.2610469639374443E-4
1.3916666666666668	0.16900465262934947	8.121218659714041E-4
1.3958333333333335	0.16901017600688936	-3.917205235261615E-4
1.4000000000000001	0.16900138829165343	-0.0013736234489899757
1.4041666666666668	0.16899872914481442	2.5240991175459943E-4
1.4083333333333334	0.16900349170758475	0.003516607614909277
1.4125	0.16902803420827203	0.0032678931123283667
1.4166666666666667	0.16903072415018747	0.0022794604060724826
1.4208333333333334	0.16904702971165594	0.00479930986971513
1.425	0.16907071839910173	0.0076906979082571525
1.4291666666666667	0.16911111886089145	0.009178641671010086
1.4333333333333336	0.16914720707969352	0.005902970818921851
1.4375	0.16916031028438247	0.003683214699135383
1.4416666666666669	0.16917790053551965	0.00433431137368383
1.4458333333333333	0.16919642954582984	0.002820834606374367
1.4500000000000002	0.16920140749057275	0.005007536793969282
1.4541666666666666	0.1692381590191129	0.004722009549650243
1.4583333333333335	0.1692407575701532	0.0011255105272741093
1.4625	0.16924753827350683	1.4713376277132579E-4
1.4666666666666668	0.16924198368484292	-4.399361159779859E-5
1.4708333333333337	0.16924717166007688	-8.359110917371222E-4
1.475	0.16923501775907843	-0.0039495262358467086
1.479166666666667	0.1692142589414448	-0.006578125424017661
1.4833333333333334	0.16918020004721165	-0.003652898867159047
1.4875000000000005	0.16918381811755182	-0.0032575820080444364
1.4916666666666665	0.1691530535304779	-0.0017982300205678088
1.4958333333333336	0.1691688328673804	-0.0013928026220095793
1.5	0.16914144684196117	-0.002754807988534016
1.5041666666666669	0.16914587613414264	-1.9539358998895563E-5
1.5083333333333335	0.16914128401396952	6.182842037363434E-4
1.5125	0.1691510285025071	-0.0019253296592780648
1.5166666666666666	0.16912523960014222	-0.001137120931690442
1.5208333333333335	0.16914155249474302	-0.00100730853565729
1.5250000000000004	0.1691168453623451	-9.868408302178004E-4
1.529166666666667	0.16913332882115786	-4.8795306610581896E-4
1.5333333333333334	0.1691127790867942	-0.001536130687400557
1.5375	0.1691205277320962	7.106853050670764E-4
1.541666666666667	0.1691187014643364	0.0026126169693994556
1.5458333333333334	0.16914229954017454	0.0030766190408115187
1.5500000000000005	0.16914433995634318	0.004106003620280867
1.5541666666666665	0.16917651623701022	3.6383755250366987E-4
1.5583333333333336	0.1691473719359474	-0.0022617121274346804
1.5625	0.16915766863594825	0.0033422454402213223
1.5666666666666669	0.16917522398128257	0.010010042180074293
1.5708333333333335	0.16924108565411553	0.012156536496112693
1.575	0.1692765284520835	-0.002008274542062165
1.5791666666666666	0.1692243500329317	-0.0054256542128452954
1.5833333333333335	0.16923131466697647	0.0019345563484520203
1.5875000000000004	0.16924047133583545	0.009001900693607151
1.591666666666667	0.1693063305060898	0.03547132417559861
1.5958333333333334	0.16953606570396543	0.030426406876336878
1.6	0.16955988389672597	-0.0033282814928483713
1.604166666666667	0.16950833002485835	-0.017289210349788718
1.6083333333333334	0.16941580714381108	-0.009780168288256435
1.6125000000000005	0.1694268286224562	0.013166400920120792
1.6166666666666665	0.16952552715147876	0.03192960884528475
1.6208333333333336	0.1696929086961669	0.048107626612238774
1.625	0.16992642403991406	0.0501302468345828
1.6291666666666669	0.17011066075312178	0.03003940603120459
1.6333333333333335	0.17017675242350747	0.0022881644266851526
1.6375	0.17012972879001084	-0.004103145317249406
1.6416666666666666	0.1701425595458637	0.023437981210300284
1.6458333333333335	0.17032504530009665	0.04378652102907254
1.6500000000000004	0.17050744722110597	0.04388169521840264
1.654166666666667	0.17069072609358335	0.06617133759969487
1.6583333333333334	0.17105887503443676	0.08018327490494744
1.6625	0.17135892005112455	
