mass_A
t	v_{x}	x
0.0		-0.13610739945108363
0.00416666666666663	-0.0012507110499345318	-0.1360974622701004
0.008333333333333375	-0.0014835454766649362	-0.13611782204316641
0.012500000000000006	3.5715108069220465E-4	-0.1361098251490726
0.016666666666666694	3.2416274669803144E-4	-0.13611484578416064
0.020833333333333325	6.290124351399116E-4	-0.13610712379285012
0.024999999999999953	1.5921387867145935E-5	-0.13610960401386782
0.029166666666666757	2.658482437489149E-4	-0.13610699111461788
0.033333333333333444	0.0010924257358849838	-0.13610738861183658
0.03750000000000007	9.607287815016514E-4	-0.13609788756681884
0.041666666666666706	-2.468642717085293E-4	-0.1360993825386574
0.04583333333333334	0.025278296524487924	-0.13609994476908308
0.04999999999999996	0.025908464646245476	-0.13588873006762
0.05416666666666671	0.00267682287463808	-0.13588404089703104
0.05833333333333346	0.007285996967774109	-0.13586642321033135
0.06250000000000008	0.020553651014641017	-0.13582332425563293
0.06666666666666671	0.02510556386606236	-0.13569514278520933
0.07083333333333335	0.01637753691461325	-0.13561411122341574
0.07500000000000008	0.011049154383370013	-0.1355586633109209
0.07916666666666672	0.007352474767675325	-0.13552203493688764
0.08333333333333336	0.006599520815798733	-0.13549739268785693
0.08749999999999998	0.010638595390915818	-0.13546703893008932
0.09166666666666673	0.015998414430342948	-0.13540873772626597
0.09583333333333346	0.028187689779427576	-0.13533371880983647
0.1000000000000001	0.033120402693814145	-0.1351738403114374
0.10416666666666673	0.0277115463784723	-0.13505771545405468
0.10833333333333335	0.024639335382178166	-0.13494291075828346
0.1125	0.03367349628675574	-0.1348523876592032
0.11666666666666674	0.04291059943992928	-0.13466229828922718
0.12083333333333349	0.03391230233928859	-0.13449479933053712
0.1250000000000001	0.039416120372067244	-0.1343796957697331
0.12916666666666674	0.045365933669446044	-0.13416633166076988
0.13333333333333336	0.03357718103841949	-0.13400164632248773
0.13750000000000012	0.046264849544561414	-0.13388652181878305
0.14166666666666675	0.057041267919326274	-0.13361610590961637
0.14583333333333337	0.05377147802854514	-0.13341117791945534
0.15	0.06377203608166891	-0.1331680102593785
0.15416666666666673	0.06378062076180759	-0.13287974428544144
0.1583333333333335	0.06269724741859094	-0.13263650508636343
0.16250000000000014	0.0661842604081904	-0.13235726722361985
0.16666666666666677	0.06691924761756805	-0.13208496958296184
0.1708333333333334	0.06807080773568963	-0.13179960682680678
0.17500000000000002	0.06288133248830602	-0.13151771285183111
0.17916666666666678	0.05974510445218056	-0.13127559572273756
0.18333333333333351	0.06980729046320569	-0.13101983698139624
0.18750000000000014	0.06926775423525076	-0.13069386830221083
0.19166666666666676	0.07012953458518993	-0.1304426056961025
0.1958333333333334	0.07596456745128016	-0.13010945551400094
0.20000000000000015	0.07097904584946786	-0.1298095676340085
0.20416666666666677	0.06590940842460269	-0.12951796346525538
0.2083333333333334	0.06767441239520391	-0.1292603225638035
0.21250000000000013	0.07923726227614107	-0.12895401002862866
0.21666666666666676	0.08104471261018129	-0.12860001204483565
0.22083333333333352	0.08035808164153262	-0.1282786374235438
0.22500000000000017	0.08846205794709304	-0.12793036136448951
0.2291666666666668	0.08361600837219828	-0.12754145360731806
0.23333333333333342	0.07824293858229618	-0.12723356129472121
0.23750000000000004	0.09623288537689519	-0.12688942911913226
0.2416666666666668	0.10595752380809041	-0.12643162058324708
0.24583333333333354	0.10848026045939761	-0.1260064497540648
0.25000000000000017	0.10234617491791433	-0.1255276184127521
0.2541666666666668	0.08946663551069937	-0.1251535649630822
0.2583333333333334	0.08907668324154928	-0.1247820631168296
0.2625000000000002	0.09327495339145021	-0.12441125926940261
0.2666666666666668	0.10679440182465098	-0.12400477183856753
0.2708333333333334	0.11220339708471133	-0.12352130592086386
0.2750000000000002	0.1149946635490826	-0.12306974352952826
0.2791666666666668	0.12200414308509068	-0.12256301705795483
0.28333333333333355	0.12550192872149185	-0.1220530423371525
0.28750000000000014	0.12202094344278382	-0.1215171676519424
0.2916666666666668	0.11835318594127088	-0.12103620114179597
0.29583333333333345	0.1274256525803467	-0.12053089110243181
0.30000000000000004	0.12237924988595973	-0.11997432070362643
0.3041666666666669	0.1152628903944414	-0.1195110640200488
0.3083333333333335	0.11544588657350582	-0.11901379661700606
0.31250000000000017	0.12654237056254014	-0.1185490149652696
0.3166666666666668	0.1253276175948952	-0.11795927686231825
0.32083333333333347	0.11902239789411333	-0.11750461815197882
0.32500000000000023	0.13033905249460473	-0.11696742354653394
0.32916666666666683	0.12958200492919547	-0.11641845938119044
0.3333333333333335	0.1261825514507388	-0.11588757350545734
0.33750000000000024	0.12248950825720399	-0.11536693811910093
0.34166666666666684	0.123723355787641	-0.11486682760331396
0.3458333333333336	0.12095261298972859	-0.11433591015420391
0.3500000000000002	0.12617841516543674	-0.1138588891617329
0.35416666666666685	0.1415583928042963	-0.11328442336115863
0.3583333333333335	0.14833635935627038	-0.11267923588836376
0.3625000000000001	0.14298943531327896	-0.11204828703318973
0.366666666666667	0.1428089518327156	-0.11148765726075308
