#     point_x       point_y       point_z           U_x           U_y           U_z
    0.0970992     0.0011156          0.01   1.32497e-05  -1.91962e-07             0
    0.0970992             0          0.01             0             0             0
     0.102211     0.0011156          0.01   1.48487e-05  -2.01454e-07             0
     0.102211             0          0.01             0             0             0
     0.107496     0.0011156          0.01   1.65803e-05  -2.10983e-07             0
     0.107496             0          0.01             0             0             0
      0.11296     0.0011156          0.01   1.84521e-05   -2.1966e-07             0
      0.11296             0          0.01             0             0             0
      0.11861     0.0011156          0.01   2.04738e-05   -2.2804e-07             0
      0.11861             0          0.01             0             0             0
     0.124452     0.0011156          0.01   2.26515e-05  -2.37709e-07             0
     0.124452             0          0.01             0             0             0
     0.130492     0.0011156          0.01   2.49919e-05  -2.47195e-07             0
     0.130492             0          0.01             0             0             0
     0.136737     0.0011156          0.01   2.75036e-05  -2.56737e-07             0
     0.136737             0          0.01             0             0             0
     0.143193     0.0011156          0.01   3.01939e-05  -2.65054e-07             0
     0.143193             0          0.01             0             0             0
     0.149869     0.0011156          0.01   3.30719e-05  -2.73337e-07             0
     0.149869             0          0.01             0             0             0
     0.156771     0.0011156          0.01   3.61425e-05  -2.81886e-07             0
     0.156771             0          0.01             0             0             0
     0.163908     0.0011156          0.01   3.94108e-05  -2.89923e-07             0
     0.163908             0          0.01             0             0             0
     0.171287     0.0011156          0.01   4.28835e-05  -2.97919e-07             0
     0.171287             0          0.01             0             0             0
     0.178916     0.0011156          0.01   4.65627e-05  -3.05721e-07             0
     0.178916             0          0.01             0             0             0
     0.186804     0.0011156          0.01   5.04514e-05   -3.1154e-07             0
     0.186804             0          0.01             0             0             0
      0.19496     0.0011156          0.01   5.45535e-05  -3.16405e-07             0
      0.19496             0          0.01             0             0             0
     0.203392     0.0011156          0.01   5.88678e-05   -3.2149e-07             0
     0.203392             0          0.01             0             0             0
     0.212111     0.0011156          0.01   6.33924e-05  -3.25852e-07             0
     0.212111             0          0.01             0             0             0
     0.221125     0.0011156          0.01   6.81235e-05  -3.29837e-07             0
     0.221125             0          0.01             0             0             0
     0.230446     0.0011156          0.01   7.30571e-05  -3.30909e-07             0
     0.230446             0          0.01             0             0             0
     0.240082     0.0011156          0.01   7.81897e-05  -3.31204e-07             0
     0.240082             0          0.01             0             0             0
     0.250046     0.0011156          0.01   8.35119e-05  -3.32598e-07             0
     0.250046             0          0.01             0             0             0
     0.260347     0.0011156          0.01   8.90163e-05  -3.32526e-07             0
     0.260347             0          0.01             0             0             0
     0.270999     0.0011156          0.01   9.46949e-05  -3.32208e-07             0
     0.270999             0          0.01             0             0             0
     0.282012     0.0011156          0.01    0.00010054  -3.29279e-07             0
     0.282012             0          0.01             0             0             0
     0.293398     0.0011156          0.01    0.00010655  -3.25785e-07             0
     0.293398             0          0.01             0             0             0
     0.305171     0.0011156          0.01   0.000112715  -3.24342e-07             0
     0.305171             0          0.01             0             0             0
     0.317343     0.0011156          0.01   0.000119036  -3.22037e-07             0
     0.317343             0          0.01             0             0             0
     0.329929     0.0011156          0.01   0.000125511  -3.20271e-07             0
     0.329929             0          0.01             0             0             0
     0.342941     0.0011156          0.01   0.000132146  -3.16974e-07             0
     0.342941             0          0.01             0             0             0
     0.356395     0.0011156          0.01   0.000138952  -3.13576e-07             0
     0.356395             0          0.01             0             0             0
     0.370306     0.0011156          0.01   0.000145935  -3.12242e-07             0
     0.370306             0          0.01             0             0             0
     0.384688     0.0011156          0.01   0.000153104  -3.10651e-07             0
     0.384688             0          0.01             0             0             0
     0.399559     0.0011156          0.01    0.00016047  -3.09417e-07             0
     0.399559             0          0.01             0             0             0
     0.414934     0.0011156          0.01   0.000168029  -3.08863e-07             0
     0.414934             0          0.01             0             0             0
     0.430831     0.0011156          0.01   0.000175769  -3.04263e-07             0
     0.430831             0          0.01             0             0             0
     0.447268     0.0011156          0.01   0.000183661  -2.97976e-07             0
     0.447268             0          0.01             0             0             0
     0.464262     0.0011156          0.01   0.000191631  -2.91105e-07             0
     0.464262             0          0.01             0             0             0
     0.481833     0.0011156          0.01   0.000199583  -2.78966e-07             0
     0.481833             0          0.01             0             0             0
          0.5     0.0011156          0.01   0.000207312  -2.61968e-07             0
          0.5             0          0.01             0             0             0
     0.518167     0.0011156          0.01   0.000214446  -2.38415e-07             0
     0.518167             0          0.01             0             0             0
     0.535738     0.0011156          0.01   0.000220652   -2.0866e-07             0
     0.535738             0          0.01             0             0             0
     0.552732     0.0011156          0.01   0.000225764  -1.73778e-07             0
     0.552732             0          0.01             0             0             0
     0.569169     0.0011156          0.01   0.000229709  -1.32532e-07             0
     0.569169             0          0.01             0             0             0
     0.585066     0.0011156          0.01   0.000232439   -8.7244e-08             0
     0.585066             0          0.01             0             0             0
     0.600441     0.0011156          0.01   0.000233924  -3.87414e-08             0
     0.600441             0          0.01             0             0             0
     0.615312     0.0011156          0.01    0.00023417   1.32278e-08             0
     0.615312             0          0.01             0             0             0
     0.629694     0.0011156          0.01   0.000233204   6.63378e-08             0
     0.629694             0          0.01             0             0             0
     0.643605     0.0011156          0.01   0.000231079   1.20547e-07             0
     0.643605             0          0.01             0             0             0
     0.657059     0.0011156          0.01   0.000227875   1.75197e-07             0
     0.657059             0          0.01             0             0             0
     0.670071     0.0011156          0.01   0.000223683   2.27424e-07             0
     0.670071             0          0.01             0             0             0
     0.682657     0.0011156          0.01   0.000218603   2.76936e-07             0
     0.682657             0          0.01             0             0             0
     0.694829     0.0011156          0.01   0.000212752   3.24819e-07             0
     0.694829             0          0.01             0             0             0
     0.706602     0.0011156          0.01   0.000206249   3.68432e-07             0
     0.706602             0          0.01             0             0             0
     0.717988     0.0011156          0.01   0.000199204   4.08559e-07             0
     0.717988             0          0.01             0             0             0
     0.729001     0.0011156          0.01   0.000191727   4.44897e-07             0
     0.729001             0          0.01             0             0             0
     0.739653     0.0011156          0.01   0.000183927   4.76451e-07             0
     0.739653             0          0.01             0             0             0
     0.749954     0.0011156          0.01   0.000175896   5.04387e-07             0
     0.749954             0          0.01             0             0             0
     0.759918     0.0011156          0.01   0.000167723   5.28262e-07             0
     0.759918             0          0.01             0             0             0
     0.769554     0.0011156          0.01   0.000159485   5.48459e-07             0
     0.769554             0          0.01             0             0             0
     0.778875     0.0011156          0.01   0.000151251   5.64833e-07             0
     0.778875             0          0.01             0             0             0
     0.787889     0.0011156          0.01    0.00014308   5.77654e-07             0
     0.787889             0          0.01             0             0             0
     0.796608     0.0011156          0.01   0.000135021   5.87425e-07             0
     0.796608             0          0.01             0             0             0
      0.80504     0.0011156          0.01   0.000127116   5.94321e-07             0
      0.80504             0          0.01             0             0             0
     0.813196     0.0011156          0.01     0.0001194   5.98462e-07             0
     0.813196             0          0.01             0             0             0
     0.821084     0.0011156          0.01   0.000111902   6.00028e-07             0
     0.821084             0          0.01             0             0             0
     0.828713     0.0011156          0.01   0.000104643   5.99406e-07             0
     0.828713             0          0.01             0             0             0
     0.836092     0.0011156          0.01   9.76404e-05   5.96841e-07             0
     0.836092             0          0.01             0             0             0
     0.843229     0.0011156          0.01   9.09078e-05   5.92479e-07             0
     0.843229             0          0.01             0             0             0
     0.850131     0.0011156          0.01   8.44534e-05   5.86505e-07             0
     0.850131             0          0.01             0             0             0
     0.856807     0.0011156          0.01   7.82826e-05   5.78959e-07             0
     0.856807             0          0.01             0             0             0
     0.863263     0.0011156          0.01   7.23985e-05   5.70033e-07             0
     0.863263             0          0.01             0             0             0
     0.869508     0.0011156          0.01   6.68012e-05   5.59873e-07             0
     0.869508             0          0.01             0             0             0
     0.875548     0.0011156          0.01   6.14888e-05   5.48733e-07             0
     0.875548             0          0.01             0             0             0
      0.88139     0.0011156          0.01   5.64584e-05   5.36536e-07             0
      0.88139             0          0.01             0             0             0
      0.88704     0.0011156          0.01   5.17049e-05   5.23473e-07             0
      0.88704             0          0.01             0             0             0
     0.892504     0.0011156          0.01   4.72226e-05   5.09816e-07             0
     0.892504             0          0.01             0             0             0
     0.897789     0.0011156          0.01   4.30049e-05    4.9546e-07             0
     0.897789             0          0.01             0             0             0
     0.902901     0.0011156          0.01   3.90443e-05   4.80627e-07             0
     0.902901             0          0.01             0             0             0
     0.907845     0.0011156          0.01   3.53331e-05   4.65213e-07             0
     0.907845             0          0.01             0             0             0
     0.912626     0.0011156          0.01   3.18625e-05   4.49226e-07             0
     0.912626             0          0.01             0             0             0
     0.917251     0.0011156          0.01   2.86242e-05   4.32886e-07             0
     0.917251             0          0.01             0             0             0
     0.921724     0.0011156          0.01   2.56096e-05   4.16227e-07             0
     0.921724             0          0.01             0             0             0
      0.92605     0.0011156          0.01   2.28097e-05    3.9913e-07             0
      0.92605             0          0.01             0             0             0
     0.930234     0.0011156          0.01   2.02156e-05   3.81763e-07             0
     0.930234             0          0.01             0             0             0
     0.934281     0.0011156          0.01    1.7819e-05   3.64169e-07             0
     0.934281             0          0.01             0             0             0
     0.938195     0.0011156          0.01   1.56113e-05   3.46326e-07             0
     0.938195             0          0.01             0             0             0
     0.941981     0.0011156          0.01    1.3584e-05   3.28176e-07             0
     0.941981             0          0.01             0             0             0
     0.945642     0.0011156          0.01   1.17291e-05   3.09795e-07             0
     0.945642             0          0.01             0             0             0
     0.949183     0.0011156          0.01   1.00387e-05   2.91221e-07             0
     0.949183             0          0.01             0             0             0
     0.952608     0.0011156          0.01   8.50537e-06   2.72411e-07             0
     0.952608             0          0.01             0             0             0
      0.95592     0.0011156          0.01   7.12162e-06   2.53348e-07             0
      0.95592             0          0.01             0             0             0
     0.959124     0.0011156          0.01   5.88038e-06    2.3405e-07             0
     0.959124             0          0.01             0             0             0
     0.962223     0.0011156          0.01    4.7749e-06   2.14538e-07             0
     0.962223             0          0.01             0             0             0
      0.96522     0.0011156          0.01   3.79862e-06   1.94791e-07             0
      0.96522             0          0.01             0             0             0
     0.968118     0.0011156          0.01   2.94516e-06   1.74815e-07             0
     0.968118             0          0.01             0             0             0
     0.970922     0.0011156          0.01   2.20834e-06    1.5463e-07             0
     0.970922             0          0.01             0             0             0
     0.973633     0.0011156          0.01   1.58211e-06   1.34274e-07             0
     0.973633             0          0.01             0             0             0
     0.976256     0.0011156          0.01   1.06049e-06    1.1379e-07             0
     0.976256             0          0.01             0             0             0
     0.978792     0.0011156          0.01   6.37414e-07     9.326e-08             0
     0.978792             0          0.01             0             0             0
     0.981245     0.0011156          0.01   3.06704e-07   7.28107e-08             0
     0.981245             0          0.01             0             0             0
     0.983618     0.0011156          0.01   6.18481e-08   5.26382e-08             0
     0.983618             0          0.01             0             0             0
     0.985913     0.0011156          0.01  -1.04208e-07   3.30413e-08             0
     0.985913             0          0.01             0             0             0
     0.988132     0.0011156          0.01  -1.99389e-07   1.44812e-08             0
     0.988132             0          0.01             0             0             0
     0.990279     0.0011156          0.01  -2.32958e-07  -2.31833e-09             0
     0.990279             0          0.01             0             0             0
     0.992355     0.0011156          0.01  -2.16217e-07  -1.62131e-08             0
     0.992355             0          0.01             0             0             0
     0.994363     0.0011156          0.01  -1.63393e-07  -2.54009e-08             0
     0.994363             0          0.01             0             0             0
     0.996305     0.0011156          0.01  -9.37424e-08  -2.70614e-08             0
     0.996305             0          0.01             0             0             0
     0.998183     0.0011156          0.01  -3.22493e-08  -1.83643e-08             0
     0.998183             0          0.01             0             0             0
            1             0          0.01             0             0             0
            1     0.0011156          0.01             0             0             0
   0.00181672    0.00228069          0.01  -1.38632e-06  -2.82394e-06             0
            0    0.00228069          0.01             0             0             0
   0.00369508    0.00228069          0.01  -1.43003e-06  -1.37565e-06             0
   0.00563718    0.00228069          0.01  -9.92477e-07  -8.04169e-07             0
   0.00764519    0.00228069          0.01  -8.70886e-07  -4.81585e-07             0
   0.00972134    0.00228069          0.01  -7.72721e-07  -2.82693e-07             0
    0.0118679    0.00228069          0.01  -6.97039e-07   -1.7613e-07             0
    0.0140874    0.00228069          0.01  -6.46167e-07  -1.34376e-07             0
    0.0163821    0.00228069          0.01   -5.9772e-07  -1.19821e-07             0
    0.0187548    0.00228069          0.01  -5.16367e-07  -1.14427e-07             0
    0.0212079    0.00228069          0.01  -3.83379e-07   -1.1705e-07             0
    0.0237443    0.00228069          0.01  -1.91331e-07  -1.28297e-07             0
    0.0263667    0.00228069          0.01   6.55533e-08  -1.46547e-07             0
    0.0290782    0.00228069          0.01   3.92282e-07  -1.69442e-07             0
    0.0318816    0.00228069          0.01   7.94739e-07  -1.94678e-07             0
    0.0347802    0.00228069          0.01   1.27982e-06  -2.21356e-07             0
    0.0377771    0.00228069          0.01   1.85469e-06  -2.48762e-07             0
    0.0408758    0.00228069          0.01   2.52653e-06  -2.76943e-07             0
    0.0440796    0.00228069          0.01   3.30251e-06   -3.0561e-07             0
    0.0473921    0.00228069          0.01   4.19001e-06  -3.34924e-07             0
     0.050817    0.00228069          0.01   5.19664e-06  -3.64661e-07             0
    0.0543581    0.00228069          0.01   6.33044e-06  -3.94968e-07             0
    0.0580194    0.00228069          0.01   7.59988e-06  -4.25659e-07             0
    0.0618049    0.00228069          0.01    9.0139e-06  -4.56877e-07             0
    0.0657189    0.00228069          0.01    1.0582e-05  -4.88476e-07             0
    0.0697658    0.00228069          0.01    1.2314e-05  -5.20593e-07             0
    0.0739499    0.00228069          0.01   1.42208e-05  -5.53108e-07             0
     0.078276    0.00228069          0.01   1.63133e-05   -5.8606e-07             0
    0.0827489    0.00228069          0.01   1.86036e-05  -6.19181e-07             0
    0.0873736    0.00228069          0.01   2.11045e-05  -6.52204e-07             0
    0.0921553    0.00228069          0.01   2.38307e-05  -6.85158e-07             0
    0.0970992    0.00228069          0.01   2.67942e-05  -7.20466e-07             0
     0.102211    0.00228069          0.01   3.00083e-05  -7.55647e-07             0
     0.107496    0.00228069          0.01   3.34889e-05  -7.90933e-07             0
      0.11296    0.00228069          0.01   3.72515e-05  -8.24806e-07             0
      0.11861    0.00228069          0.01   4.13149e-05  -8.58104e-07             0
     0.124452    0.00228069          0.01   4.56921e-05  -8.93812e-07             0
     0.130492    0.00228069          0.01   5.03969e-05  -9.29089e-07             0
     0.136737    0.00228069          0.01   5.54466e-05  -9.64288e-07             0
     0.143193    0.00228069          0.01   6.08561e-05  -9.96991e-07             0
     0.149869    0.00228069          0.01   6.66428e-05  -1.02904e-06             0
     0.156771    0.00228069          0.01   7.28173e-05  -1.06103e-06             0
     0.163908    0.00228069          0.01   7.93905e-05   -1.0914e-06             0
     0.171287    0.00228069          0.01   8.63751e-05  -1.12097e-06             0
     0.178916    0.00228069          0.01   9.37766e-05  -1.14898e-06             0
     0.186804    0.00228069          0.01   0.000101601  -1.17212e-06             0
      0.19496    0.00228069          0.01   0.000109855  -1.19211e-06             0
     0.203392    0.00228069          0.01   0.000118538  -1.21118e-06             0
     0.212111    0.00228069          0.01   0.000127646  -1.22741e-06             0
     0.221125    0.00228069          0.01   0.000137171  -1.24127e-06             0
     0.230446    0.00228069          0.01   0.000147106  -1.24767e-06             0
     0.240082    0.00228069          0.01   0.000157442  -1.25099e-06             0
     0.250046    0.00228069          0.01   0.000168162  -1.25487e-06             0
     0.260347    0.00228069          0.01   0.000179251  -1.25426e-06             0
     0.270999    0.00228069          0.01   0.000190692  -1.25202e-06             0
     0.282012    0.00228069          0.01   0.000202471  -1.24306e-06             0
     0.293398    0.00228069          0.01   0.000214578   -1.2319e-06             0
     0.305171    0.00228069          0.01      0.000227  -1.22431e-06             0
     0.317343    0.00228069          0.01   0.000239732  -1.21457e-06             0
     0.329929    0.00228069          0.01   0.000252774  -1.20602e-06             0
     0.342941    0.00228069          0.01   0.000266133  -1.19416e-06             0
     0.356395    0.00228069          0.01   0.000279827  -1.18224e-06             0
     0.370306    0.00228069          0.01   0.000293869  -1.17487e-06             0
     0.384688    0.00228069          0.01   0.000308275  -1.16733e-06             0
     0.399559    0.00228069          0.01   0.000323063  -1.16052e-06             0
     0.414934    0.00228069          0.01   0.000338222  -1.15415e-06             0
     0.430831    0.00228069          0.01   0.000353726  -1.13742e-06             0
     0.447268    0.00228069          0.01   0.000369515  -1.11379e-06             0
     0.464262    0.00228069          0.01   0.000385442  -1.08401e-06             0
     0.481833    0.00228069          0.01   0.000401309  -1.03685e-06             0
          0.5    0.00228069          0.01   0.000416705  -9.70991e-07             0
     0.518167    0.00228069          0.01   0.000430892  -8.81232e-07             0
     0.535738    0.00228069          0.01   0.000443205  -7.68819e-07             0
     0.552732    0.00228069          0.01   0.000453323  -6.36802e-07             0
     0.569169    0.00228069          0.01   0.000461102  -4.83241e-07             0
     0.585066    0.00228069          0.01   0.000466447  -3.13992e-07             0
     0.600441    0.00228069          0.01   0.000469305  -1.32128e-07             0
     0.615312    0.00228069          0.01    0.00046969   6.12651e-08             0
     0.629694    0.00228069          0.01   0.000467657    2.5966e-07             0
     0.643605    0.00228069          0.01   0.000463312   4.61075e-07             0
     0.657059    0.00228069          0.01   0.000456818   6.62557e-07             0
     0.670071    0.00228069          0.01   0.000448355   8.57116e-07             0
     0.682657    0.00228069          0.01   0.000438124   1.04227e-06             0
     0.694829    0.00228069          0.01   0.000426359   1.21883e-06             0
     0.706602    0.00228069          0.01   0.000413296   1.38112e-06             0
     0.717988    0.00228069          0.01   0.000399153   1.53003e-06             0
     0.729001    0.00228069          0.01   0.000384153   1.66444e-06             0
     0.739653    0.00228069          0.01   0.000368509   1.78237e-06             0
     0.749954    0.00228069          0.01   0.000352408   1.88602e-06             0
     0.759918    0.00228069          0.01   0.000336025    1.9747e-06             0
     0.769554    0.00228069          0.01   0.000319515   2.04946e-06             0
     0.778875    0.00228069          0.01   0.000303016   2.11031e-06             0
     0.787889    0.00228069          0.01   0.000286642   2.15818e-06             0
     0.796608    0.00228069          0.01   0.000270495   2.19451e-06             0
      0.80504    0.00228069          0.01   0.000254658   2.22001e-06             0
     0.813196    0.00228069          0.01   0.000239202   2.23537e-06             0
     0.821084    0.00228069          0.01   0.000224182   2.24136e-06             0
     0.828713    0.00228069          0.01   0.000209642   2.23915e-06             0
     0.836092    0.00228069          0.01   0.000195617   2.22951e-06             0
     0.843229    0.00228069          0.01   0.000182133    2.2131e-06             0
     0.850131    0.00228069          0.01   0.000169207   2.19063e-06             0
     0.856807    0.00228069          0.01   0.000156851   2.16248e-06             0
     0.863263    0.00228069          0.01   0.000145069   2.12927e-06             0
     0.869508    0.00228069          0.01   0.000133863   2.09149e-06             0
     0.875548    0.00228069          0.01   0.000123228   2.04985e-06             0
      0.88139    0.00228069          0.01   0.000113159   2.00448e-06             0
      0.88704    0.00228069          0.01   0.000103645   1.95596e-06             0
     0.892504    0.00228069          0.01   9.46754e-05   1.90488e-06             0
     0.897789    0.00228069          0.01   8.62362e-05   1.85123e-06             0
     0.902901    0.00228069          0.01   7.83126e-05   1.79558e-06             0
     0.907845    0.00228069          0.01   7.08889e-05    1.7379e-06             0
     0.912626    0.00228069          0.01   6.39477e-05   1.67829e-06             0
     0.917251    0.00228069          0.01    5.7472e-05    1.6172e-06             0
     0.921724    0.00228069          0.01   5.14445e-05   1.55482e-06             0
      0.92605    0.00228069          0.01   4.58473e-05   1.49105e-06             0
     0.930234    0.00228069          0.01   4.06626e-05   1.42621e-06             0
     0.934281    0.00228069          0.01   3.58731e-05   1.36042e-06             0
     0.938195    0.00228069          0.01   3.14619e-05    1.2937e-06             0
     0.941981    0.00228069          0.01   2.74119e-05   1.22599e-06             0
     0.945642    0.00228069          0.01   2.37067e-05   1.15744e-06             0
     0.949183    0.00228069          0.01   2.03305e-05   1.08811e-06             0
     0.952608    0.00228069          0.01   1.72681e-05   1.01795e-06             0
      0.95592    0.00228069          0.01   1.45045e-05    9.4696e-07             0
     0.959124    0.00228069          0.01   1.20253e-05    8.7516e-07             0
     0.962223    0.00228069          0.01   9.81679e-06   8.02599e-07             0
      0.96522    0.00228069          0.01   7.86555e-06   7.29264e-07             0
     0.968118    0.00228069          0.01   6.15856e-06   6.55206e-07             0
     0.970922    0.00228069          0.01   4.68316e-06   5.80514e-07             0
     0.973633    0.00228069          0.01   3.42689e-06   5.05345e-07             0
     0.976256    0.00228069          0.01   2.37737e-06   4.29913e-07             0
     0.978792    0.00228069          0.01   1.52208e-06   3.54566e-07             0
     0.981245    0.00228069          0.01    8.4816e-07   2.79827e-07             0
     0.983618    0.00228069          0.01   3.42103e-07   2.06476e-07             0
     0.985913    0.00228069          0.01  -1.07007e-08   1.35664e-07             0
     0.988132    0.00228069          0.01  -2.26514e-07   6.91061e-08             0
     0.990279    0.00228069          0.01  -3.24028e-07   9.35888e-09             0
     0.992355    0.00228069          0.01    -3.254e-07  -3.97641e-08             0
     0.994363    0.00228069          0.01   -2.5737e-07  -7.26472e-08             0
     0.996305    0.00228069          0.01  -1.53806e-07  -8.14055e-08             0
     0.998183    0.00228069          0.01  -5.54838e-08  -5.80593e-08             0
            1    0.00228069          0.01             0             0             0
   0.00181672    0.00349749          0.01  -7.62423e-07  -1.94749e-06             0
            0    0.00349749          0.01             0             0             0
   0.00369508    0.00349749          0.01  -1.07171e-06  -1.43486e-06             0
   0.00563718    0.00349749          0.01  -1.01147e-06  -1.03626e-06             0
   0.00764519    0.00349749          0.01  -1.02133e-06  -6.95582e-07             0
   0.00972134    0.00349749          0.01  -9.76402e-07  -4.50086e-07             0
    0.0118679    0.00349749          0.01  -9.14252e-07  -3.08296e-07             0
    0.0140874    0.00349749          0.01  -8.50024e-07  -2.47877e-07             0
    0.0163821    0.00349749          0.01  -7.65486e-07  -2.29867e-07             0
    0.0187548    0.00349749          0.01  -6.26728e-07  -2.32379e-07             0
    0.0212079    0.00349749          0.01  -4.12209e-07  -2.51364e-07             0
    0.0237443    0.00349749          0.01  -1.10063e-07  -2.85166e-07             0
    0.0263667    0.00349749          0.01   2.89324e-07  -3.30866e-07             0
    0.0290782    0.00349749          0.01   7.93942e-07  -3.84636e-07             0
    0.0318816    0.00349749          0.01   1.41253e-06  -4.43271e-07             0
    0.0347802    0.00349749          0.01   2.15518e-06  -5.04948e-07             0
    0.0377771    0.00349749          0.01   3.03261e-06  -5.68604e-07             0
    0.0408758    0.00349749          0.01   4.05571e-06  -6.33894e-07             0
    0.0440796    0.00349749          0.01   5.23545e-06  -7.00455e-07             0
    0.0473921    0.00349749          0.01   6.58312e-06  -7.68281e-07             0
     0.050817    0.00349749          0.01   8.11039e-06  -8.37143e-07             0
    0.0543581    0.00349749          0.01   9.82954e-06  -9.07109e-07             0
    0.0580194    0.00349749          0.01   1.17535e-05   -9.7801e-07             0
    0.0618049    0.00349749          0.01   1.38958e-05  -1.04996e-06             0
    0.0657189    0.00349749          0.01    1.6271e-05  -1.12282e-06             0
    0.0697658    0.00349749          0.01   1.88942e-05  -1.19673e-06             0
    0.0739499    0.00349749          0.01   2.17815e-05  -1.27158e-06             0
     0.078276    0.00349749          0.01     2.495e-05  -1.34738e-06             0
    0.0827489    0.00349749          0.01   2.84179e-05  -1.42379e-06             0
    0.0873736    0.00349749          0.01   3.22047e-05  -1.50046e-06             0
    0.0921553    0.00349749          0.01   3.63319e-05  -1.57758e-06             0
    0.0970992    0.00349749          0.01   4.08186e-05  -1.65795e-06             0
     0.102211    0.00349749          0.01   4.56852e-05   -1.7385e-06             0
     0.107496    0.00349749          0.01   5.09556e-05   -1.8193e-06             0
      0.11296    0.00349749          0.01   5.66533e-05  -1.89849e-06             0
      0.11861    0.00349749          0.01   6.28059e-05  -1.97695e-06             0
     0.124452    0.00349749          0.01    6.9434e-05  -2.05854e-06             0
     0.130492    0.00349749          0.01   7.65592e-05   -2.1394e-06             0
     0.136737    0.00349749          0.01   8.42072e-05  -2.21973e-06             0
     0.143193    0.00349749          0.01   9.24009e-05  -2.29632e-06             0
     0.149869    0.00349749          0.01   0.000101166  -2.37105e-06             0
     0.156771    0.00349749          0.01    0.00011052  -2.44474e-06             0
     0.163908    0.00349749          0.01   0.000120478  -2.51496e-06             0
     0.171287    0.00349749          0.01   0.000131061   -2.5825e-06             0
     0.178916    0.00349749          0.01   0.000142278  -2.64589e-06             0
     0.186804    0.00349749          0.01   0.000154137  -2.70068e-06             0
      0.19496    0.00349749          0.01   0.000166648  -2.74872e-06             0
     0.203392    0.00349749          0.01   0.000179811  -2.79281e-06             0
     0.212111    0.00349749          0.01    0.00019362  -2.83008e-06             0
     0.221125    0.00349749          0.01   0.000208065  -2.86093e-06             0
     0.230446    0.00349749          0.01   0.000223133  -2.87845e-06             0
     0.240082    0.00349749          0.01   0.000238812  -2.88853e-06             0
