mass_A
t	x
0.0	-0.09888153883252793
0.016666666666666514	-0.09597045930995085
0.033333333333333486	-0.09321074482074332
0.050000000000000454	-0.09039116006671077
0.06666666666666697	-0.08699443882848501
0.08333333333333348	-0.08253977730844109
0.1	-0.07902472383635983
0.11666666666666697	-0.07368130496144043
0.1333333333333335	-0.06893206412362485
0.15	-0.06316623920230413
0.16666666666666696	-0.05759746216064188
0.1833333333333335	-0.050535156769188516
0.20000000000000046	-0.043329494395087376
0.21666666666666698	-0.038480727485208144
0.23333333333333348	-0.03329393950296611
0.25	-0.02807033570241857
0.2666666666666665	-0.023480155473227238
0.28333333333333394	-0.01970531908099593
0.30000000000000043	-0.018440407011963034
0.316666666666667	-0.010380826118612685
0.3333333333333335	-0.003654841009584908
0.35	0.023547458790535325
0.366666666666667	0.03382936887513921
0.38333333333333347	0.04070797690303252
0.4	0.04873986677433817
0.41666666666666696	0.058320096140306754
0.43333333333333346	0.0685873216243873
0.45000000000000046	0.07705604401943011
0.46666666666666695	0.08673907262865299
0.48500000000000043	0.09521946536247605
0.5016666666666669	0.1037972334643813
0.5183333333333335	0.11280246851916642
0.5350000000000005	0.1226543284964694
0.551666666666667	0.13246666865915868
0.5683333333333335	0.14299243314571397
0.585	0.15551170980838336
0.601666666666667	0.16453170165639563
0.618333333333334	0.1750809952415675
0.6350000000000005	0.18461273008655943
0.651666666666667	0.19666198628099418
0.6683333333333334	0.2096012604767965
0.685	0.21829202152802285
0.701666666666667	0.22902145979356026
0.7183333333333335	0.23636479434917046
0.7350000000000004	0.24847483851360597
0.7516666666666669	0.2550097359806154
0.7683333333333335	0.26847392661346303
0.7850000000000005	0.28455101438891406
0.801666666666667	0.2982508712434875
0.8183333333333335	0.3180460782166119
0.835	0.3262907733578926
0.851666666666667	0.3360045348373284
0.868333333333334	0.3483153584195582
0.885	0.3641315154421163
0.9016666666666665	0.3765301955455951
0.9183333333333339	0.3879176282982375
0.9350000000000005	0.40017497445337535
0.9516666666666674	0.4119717584707838
0.9683333333333339	0.4231267082828487
0.985	0.43354967283290957
1.001666666666667	0.445072654781445
1.018333333333334	0.4561608969484472
1.035	0.46621141838372515
1.051666666666667	0.4758689480557272
1.0683333333333331	0.4876014381083349
1.085	0.5074742589885539
1.101666666666667	0.5252196397235369
1.118333333333333	0.5417104089370925
1.135	0.5558086121521733
1.151666666666666	0.5708872868107775
1.168333333333334	0.5863936013729252
1.185000000000001	0.6015887850184762
1.2016666666666669	0.6158187327715468
1.218333333333334	0.6300617433792084
1.235	0.6440636163822695
1.251666666666667	0.6571147274746232
1.268333333333334	0.6705378248999552
1.285	0.685304848792325
1.301666666666667	0.6988293592981487
1.3183333333333331	0.712348803541446
1.335	0.7260960515944035
1.351666666666667	0.7403681717663284
1.368333333333333	0.7544015742140358
1.385	0.7663750927716004
1.401666666666667	0.7803331225851411
1.418333333333334	0.7952799529250634
1.435000000000001	0.8116638604283903
1.4516666666666669	0.8268189974098972
1.468333333333334	0.8418205890168735
1.485	0.8543605365881202
1.501666666666667	0.8695364388429754
1.518333333333334	0.8851221713128365
1.535	0.8994688862718598
1.551666666666667	0.9158738777276525
1.5683333333333331	0.9301152906641512
1.585	0.944377679154939
1.601666666666667	0.9598092078657265
1.618333333333333	0.9743960961566192
1.635	0.9894213587517182
1.651666666666667	1.0048747788383365
1.668333333333334	1.0198977463046202
1.685000000000001	1.0347452318183898
1.7016666666666669	1.048803291558794
1.718333333333334	1.0633271801957154
1.735	1.0788662705628562
1.751666666666667	1.094335893190172
1.768333333333334	1.1099775790574204
1.785	1.1233243496468925
1.801666666666667	1.138028684730736
1.8183333333333331	1.1530789101166405
1.835	1.1676866373588322
1.851666666666667	1.1826060295136793
1.868333333333333	1.1973486751334335
1.885	1.211650136690197
1.901666666666667	1.2258530616560512
1.918333333333334	1.2422439135726306
1.936666666666667	1.2571760807618646
1.953333333333333	1.2748087572976572
1.9700000000000009	1.2896710075077817
1.986666666666667	1.3072613441422387
2.003333333333334	1.3216375331082895
2.020000000000001	1.336978876533348
2.036666666666667	1.3514817140583517
2.053333333333334	1.3661679749380737
2.07	1.381106146465418
2.086666666666667	1.397225122472559
2.103333333333334	1.4142478179700277
2.12	1.4312422419842292
2.136666666666667	1.445681345504798
2.153333333333333	1.4594666425616136
2.17	1.4748833947999311
2.186666666666667	1.4899314791807527
2.203333333333333	1.5055098383338676
2.220000000000001	1.5210748435513204
2.236666666666667	1.5374763256577384
2.253333333333334	1.551647912805156
2.270000000000001	1.5684392246404286
2.286666666666667	1.5841552326368409
2.303333333333334	1.5989754401975254
2.32	1.6145024460792095
2.336666666666667	1.630113234874932
2.353333333333334	1.6458928265864117
2.37	1.6617210601349202
2.386666666666667	1.6763824751249947
2.403333333333333	1.69108695592175
2.42	1.7062419027921738
2.436666666666667	1.7222626893313868
2.453333333333333	1.737680216563525
2.470000000000001	1.7533422582249916
2.486666666666667	1.7685186470664473
2.503333333333334	1.7836499618288584
2.520000000000001	1.7977685114533624
2.536666666666667	1.8143631555363986
2.553333333333334	1.8298061204373814
2.57	1.8455524057875285
2.586666666666667	1.8618674814694227
2.603333333333334	1.8768627489770942
2.62	1.8913533074827313
2.636666666666667	1.9066380709472548
2.653333333333333	1.9218978876859816
2.67	1.936091303630238
2.686666666666667	1.952590431066286
2.703333333333334	1.9686237928456403
2.720000000000001	1.9843284910678318
2.736666666666667	2.000453173763568
2.753333333333334	2.014448266996084
2.770000000000001	2.0287957719994987
2.786666666666667	2.043439670753456
2.803333333333334	2.060240334739001
2.82	2.0754434384599127
2.836666666666667	2.090723026332871
2.853333333333334	2.1057705260131465
2.87	2.120146167589806
2.886666666666667	2.135423576858274
2.903333333333333	2.151035547587184
2.92	2.166407445153954
2.936666666666667	2.1817899917187713
2.953333333333334	2.1979103917186564
2.970000000000001	2.213821169507918
2.986666666666667	2.227591170537304
3.003333333333334	2.242161462820863
3.020000000000001	2.257612934794136
3.036666666666667	2.273336189634777
3.053333333333334	2.288990268487198
3.07	2.304281596674339
3.086666666666667	2.318066269195288
3.103333333333334	2.3316398528156785
3.12	2.347137802951074
3.136666666666667	2.3630808725939736
3.153333333333333	2.378495875757296
3.17	2.3947216187411566
3.186666666666667	2.4112601037871744
3.203333333333334	2.4241408220618155
3.220000000000001	2.4381420385792985
3.236666666666667	2.4544668070924605
3.253333333333334	2.470238803361153
3.270000000000001	2.485470220230415
3.286666666666667	2.5019909605435955
3.303333333333334	2.516937487143847
3.32	2.5309418481518238
3.336666666666667	2.545844823156841
3.353333333333334	2.5611879234891735
3.371666666666667	2.5770420890449843
3.388333333333334	2.5930710779941615
3.405	2.608765258790311
3.421666666666667	2.6248016464773105
3.438333333333334	2.638273458342798
3.455	2.6528731965097907
3.471666666666667	2.6679783446614693
3.488333333333333	2.6837583903407665
3.505	2.699383011255299
3.521666666666668	2.716194802951077
3.538333333333334	2.7308928558833965
3.555000000000001	2.745325230463207
3.5716666666666668	2.7602309190079315
3.588333333333334	2.775751788115106
3.605000000000001	2.7909324306404013
3.621666666666667	2.8072305393104826
3.638333333333334	2.823598930480545
3.655	2.838601563499144
3.671666666666667	2.852114086218684
3.688333333333334	2.8678861786555574
3.705	2.8832193615498523
3.721666666666667	2.899510297533471
3.738333333333333	2.9156520306858584
3.755	2.9317457339717707
3.771666666666668	2.947204376948918
3.788333333333334	2.9643319853213375
3.805000000000001	2.97906273323175
3.8216666666666668	2.994401440467778
3.838333333333334	3.010407209655888
3.855000000000001	3.0250163720709287
3.871666666666667	3.0425824726462647
3.888333333333334	3.0578465901826215
3.905	3.0756140206410834
3.921666666666667	3.0919108645318483
3.938333333333334	3.1087733249514473
3.955	3.1248731950251942
3.971666666666667	3.140711563375506
3.988333333333333	3.1555461180685587
4.005000000000001	3.170994555369271
4.021666666666668	3.1868093420549117
4.038333333333334	3.202926726209915
4.055000000000001	3.2202172501725155
4.071666666666667	3.2355890080688985
4.088333333333334	3.2521457404034173
4.105000000000001	3.268080454007529
4.121666666666667	3.2847726606257535
4.138333333333334	3.3012840020142553
4.155	3.3169517024992077
4.171666666666667	3.3314944088665612
4.188333333333334	3.3466098855481263
4.205	3.3640170588968523
4.221666666666667	3.3810265274665694
4.238333333333333	3.3961619397762766
4.255000000000001	3.4123105665621045
4.271666666666668	3.4296513794625714
4.288333333333334	3.4482376088879496
4.305000000000001	3.4628306905792767
4.321666666666667	3.4800227216825954
4.338333333333334	3.4947198007298192
4.355000000000001	3.5100307556558183
4.371666666666667	3.5262260945091333
4.388333333333334	3.543473010585128
4.405	3.5592317303090484
4.421666666666667	3.5760972071519577
4.438333333333334	3.5927194673075125
4.455	3.6090730866313594
4.471666666666667	3.625166832848419
4.488333333333333	3.641565238707206
4.505000000000001	3.6600889143129915
4.521666666666668	3.675625977909476
4.538333333333334	3.690640264748942
4.555000000000001	3.7063294371942677
4.571666666666667	3.7228894676074473
4.588333333333334	3.739643037196637
4.605000000000001	3.756073707082126
4.621666666666667	3.772670375621032
4.638333333333334	3.78970127520265
4.655	3.8056466373894065
4.671666666666667	3.8227956578808344
4.688333333333334	3.8409739610911817
4.705	3.85664533159943
4.721666666666667	3.8738095531629453
4.738333333333334	3.8909298897156948
4.755000000000001	3.9075688507791932
4.771666666666668	3.923140591709709
4.788333333333334	3.9396351800102947
4.806666666666667	3.9546927627398807
4.823333333333334	3.971685562270915
4.840000000000001	3.987963848743542
4.856666666666668	4.004424195184783
4.873333333333334	4.021102026732013
4.89	4.037859274923548
4.906666666666667	4.054756808038791
4.923333333333333	4.072143216735976
