mass_A
t	x
0.0	-0.09388656934558126
0.04999822456256652	-0.09385726854228293
0.09999644912513349	-0.09393642487589404
0.1499946736877	-0.09400935569802571
0.19999289825026698	-0.09408162006670873
0.2499911228128335	-0.09394906899130095
0.2999893473754005	-0.09014291450958245
0.349987571937967	-0.08974835905279566
0.39998579650053395	-0.08112190162467448
0.4499840210631005	-0.06691750077908853
0.49998224562566745	-0.04876259072819522
0.5499804701882345	-4.481180536335394E-4
0.599978694750801	0.03152613114334679
0.649976919313368	0.06701341691529583
0.6999751438759345	0.10420884966800203
0.7499733684385015	0.14518118776753508
0.7999715930010679	0.18854610631002644
0.849969817563635	0.23463999503304822
0.8999680421262014	0.28539287589103357
0.9499662666887684	0.33486168449478937
0.9999644912513349	0.38726339220985007
1.049962715813902	0.4408331307492115
1.0999609403764685	0.4965487825444592
1.149959164939035	0.5552117253473465
1.1999573895016011	0.6132338375704847
1.249955614064167	0.6720116103945317
1.299953838626734	0.7326774543295789
1.3499520631893	0.794298506724705
1.3999502877518661	0.8564490238861848
1.4499485123144322	0.9189022819110153
1.4999467368769992	0.9847223168295203
1.5499449614395653	1.049171880068384
1.5999431860021314	1.1134512011537796
1.6499414105646975	1.178207832513605
1.6999396351272644	1.2441109054131994
1.7499378596898305	1.3116622315641304
1.7999360842523966	1.3781130125728185
1.8499343088149636	1.4446943378526547
1.8999325333775297	1.5124052094690599
1.9499307579400957	1.5807317097899432
1.9999289825026616	1.6508183275014898
2.049927207065229	1.7197900129787496
2.0999254316277947	1.7889013244998961
2.149923656190361	1.8563163948195347
2.199921880752927	1.9273413726701072
2.249920105315494	1.9975378934052406
2.29991832987806	2.0673874906815337
2.349916554440626	2.136881457832354
2.399914779003192	2.207962497094088
2.449913003565759	2.2778248593360004
2.499911228128325	2.350211373348487
2.549909452690891	2.4221065947490388
2.599907677253458	2.493828134547015
2.649905901816024	2.565993659146308
2.6999041263785903	2.638203729657013
2.749902350941156	2.7102765216223252
2.7999005755037234	2.7829391387461655
2.8498988000662893	2.8561509671733125
2.8998970246288556	2.92997562531796
2.9498952491914214	3.0026284762228315
2.9998934737539886	3.076428090151907
3.0498916983165545	3.1496403496629375
3.099889922879121	3.2231991026300397
3.1498881474416867	3.2974272899611217
3.199886372004254	3.3708210981542726
3.2498845965668197	3.4445493682044237
3.2998828211293856	3.519195562204728
3.3498810456919528	3.593765345622197
3.3998792702545186	3.6668390756704303
3.449877494817085	3.7413414780399865
3.499875719379651	3.8164701140288892
3.549873943942218	3.8914023083017444
3.599872168504784	3.9431219680839273
3.64987039306735	4.016027566345834
3.699868617629916	4.091210118783686
3.7498668421924832	4.166264352103152
3.799865066755049	4.240871139562842
3.8498632913176154	4.316095185353161
3.8998615158801813	4.391375627989347
3.9498597404427485	4.4646413860573375
3.9998579650053143	4.539111202660137
4.049856189567881	4.61352836403799
4.099854414130446	4.688493222243772
4.149852638693013	4.763913390839038
4.1998508632555795	4.837283508252259
4.249849087818146	4.911929059269981
4.299847312380712	4.98716602961227
4.3498455369432785	5.062644757345754
4.399843761505845	5.13818394187985
4.449841986068411	5.213553477663777
4.499840210630977	5.288722320830816
4.549838435193544	5.364599404288932
4.59983665975611	5.440530123128214
4.649834884318676	5.516746711401176
4.699833108881243	5.592224097657801
4.749831333443809	5.667852960044706
4.799829558006375	5.744096076576774
4.849827782568941	5.819871140231153
4.899826007131508	5.895701692050505
4.949824231694074	5.971470907782014
4.9998224562566405	6.047649567413671
5.049820680819207	6.122907052676544
5.099818905381773	6.19945294875677
5.149817129944339	6.2746071074993015
5.199815354506906	6.350210814604223
5.249813579069472	6.425616164102268
5.299811803632037	6.501134557783991
5.349810028194605	6.57694526916968
5.399808252757172	6.652558238035483
5.449806477319736	6.728001583729691
5.4998047018823035	6.804307701033611
5.549802926444871	6.879015179647508
5.599801151007435	6.954750521959701
5.6497993755700024	7.02987021995529
5.699797600132568	7.105367936211904
5.749795824695135	7.180025655124602
5.799794049257701	7.254958249923693
5.849792273820267	7.3279451334140475
5.899790498382834	7.403158921477857
5.949788722945401	7.477236633240004
5.999786947507966	7.5509439467113495
6.049785172070533	7.624744868810858
6.0997833966331	7.6971600366221224
6.1497816211956655	7.7702203379949815
6.199779845758232	7.846004799840999
6.249778070320797	7.920275800605783
6.299776294883364	7.995660697260481
6.349774519445932	8.071105255565197
6.399772744008496	8.148083914552926
6.449770968571063	8.22360615793989
6.4997691931336306	8.298990302664178
6.549767417696195	8.375320323980734
6.599765642258762	8.451310723338137
6.6497638668213295	8.527881139953243
6.699762091383895	8.604975357412782
6.749760315946461	8.682271354375724
6.799758540509027	8.757752010338503
6.849756765071594	8.809635679274676
6.899754989634161	8.81061055659021
6.9497532141967255	8.80299513135009
6.999751438759293	8.804182269589418
7.04974966332186	8.807866879142566
7.099747887884425	8.806017308189377
