mass_A
t	v_{x}
0.0	
0.04999822456256652	-4.9857300683057757E-4
0.09999644912513349	-0.0015209255635917104
0.1499946736877	-0.0014520034669747684
0.19999289825026698	6.028884750649439E-4
0.2499911228128335	0.03938845420598302
0.2999893473754005	0.04200859105755253
0.349987571937967	0.09021333221161905
0.39998579650053395	0.2283166899770322
0.4499840210631005	0.3236045997591937
0.49998224562566745	0.6647174305387216
0.5499804701882345	0.8029157292482477
0.599978694750801	0.674639305286822
0.649976919313368	0.7268529948868633
0.6999751438759345	0.7817054659053128
0.7499733684385015	0.843402514588157
0.7999715930010679	0.8946198394861641
0.849969817563635	0.9685020861072314
0.8999680421262014	1.0022524833489392
0.9499662666887684	1.018741337418267
0.9999644912513349	1.0597520930149364
1.049962715813902	1.0928927105986705
1.0999609403764685	1.1438265618312582
1.149959164939035	1.1668919851344846
1.1999573895016011	1.1680403261222463
1.249955614064167	1.194478582030707
1.299953838626734	1.2229123873903354
1.3499520631893	1.2377596468622845
1.3999502877518661	1.2460819986756293
1.4499485123144322	1.2827784792919723
1.4999467368769992	1.3027422403204765
1.5499449614395653	1.287334554881768
1.5999431860021314	1.290405345131306
1.6499414105646975	1.3066434398677025
1.6999396351272644	1.334591380175146
1.7499378596898305	1.3400686557573005
1.7999360842523966	1.33036830259894
1.8499343088149636	1.3429696561344049
1.8999325333775297	1.3604220262567153
1.9499307579400957	1.3841803308357923
1.9999289825026616	1.3906324115048536
2.049927207065229	1.3808790032695384
2.0999254316277947	1.3653122989391406
2.149923656190361	1.3844496417764987
2.199921880752927	1.4122651336247476
2.249920105315494	1.4005109105041986
2.29991832987806	1.3934851251842293
2.349916554440626	1.4057999823238094
2.399914779003192	1.4094840640518544
2.449913003565759	1.4225392751335812
2.499911228128325	1.4428685885884711
2.549909452690891	1.436218610310938
2.599907677253458	1.4389217382830575
2.649905901816024	1.4438072188876605
2.6999041263785903	1.4428798596184764
2.749902350941156	1.447405486449165
2.7999005755037234	1.4587962555394711
2.8498988000662893	1.4704170783884327
2.8998970246288556	1.4648271046727075
2.9498952491914214	1.4645766536237776
2.9998934737539886	1.4701709383314103
3.0498916983165545	1.4677622431819286
3.099889922879121	1.4779218821385214
3.1498881474416867	1.476272375827093
3.199886372004254	1.4712730254971016
3.2498845965668197	1.4837973282909669
3.2998828211293856	1.4922127607856153
3.3498810456919528	1.476487562882814
3.3998792702545186	1.4758137284766801
3.449877494817085	1.496363517580661
3.499875719379651	1.500661589232777
3.549873943942218	1.2665635146358938
3.599872168504784	1.2462968348819905
3.64987039306735	1.480934093114111
3.699868617629916	1.5024212066701994
3.7498668421924832	1.496663352434376
3.799865066755049	1.4983615374433619
3.8498632913176154	1.5050983284233421
3.8998615158801813	1.4855147558118718
3.9498597404427485	1.4774082076246216
3.9998579650053143	1.4889226495866885
4.049856189567881	1.4938732414058455
4.099854414130446	1.503903669747909
4.149852638693013	1.4879556955296873
4.1998508632555795	1.4802092446874784
4.249849087818146	1.4988784368978059
4.299847312380712	1.507210499916556
4.3498455369432785	1.5102327491509344
4.399843761505845	1.5091407908812846
4.449841986068411	1.5054372457024472
4.499840210630977	1.5105129026745736
4.549838435193544	1.5181319299391416
4.59983665975611	1.5215270986457674
4.649834884318676	1.5169936118407668
4.699833108881243	1.5111161442786933
4.749831333443809	1.518773718944013
4.799829558006375	1.5202357835348628
4.849827782568941	1.516109989905909
4.899826007131508	1.5160515086005781
4.949824231694074	1.5195327103367762
4.9998224562566405	1.514415223934889
5.049820680819207	1.5180877188262576
5.099818905381773	1.5170544169315885
5.149817129944339	1.5076321926071405
5.199815354506906	1.5101441893601708
5.249813579069472	1.5092910248333957
5.299811803632037	1.5133447876538415
5.349810028194605	1.5142905730782439
5.399808252757172	1.5106167857119073
5.449806477319736	1.5175485162301678
5.4998047018823035	1.5101895841205286
5.549802926444871	1.504481631521048
5.599801151007435	1.5086039717171187
5.6497993755700024	1.5062276267802692
5.699797600132568	1.5016076719025313
5.749795824695135	1.4959562566526234
5.799794049257701	1.4792473091154072
5.849792273820267	1.4820593416143175
5.899790498382834	1.4929680116854267
5.949788722945401	1.4779027308115729
5.999786947507966	1.475134735897137
6.049785172070533	1.4622128204552638
6.0997833966331	1.4548063501942994
6.1497816211956655	1.4885004869784741
6.199779845758232	1.5006079108171801
6.249778070320797	1.4966121170183275
6.299776294883364	1.5083481091480275
6.349774519445932	1.5242862984235317
6.399772744008496	1.525063176832012
6.449770968571063	1.5091174679854087
6.4997691931336306	1.517195534123353
6.549767417696195	1.52325829573559
6.599765642258762	1.5256623340854385
6.6497638668213295	1.5367009070727515
6.699762091383895	1.5439569682047756
6.749760315946461	1.5278207802613146
6.799758540509027	1.2736884760735045
6.849756765071594	0.528604232591905
6.899754989634161	-0.06640783730504163
6.9497532141967255	-0.06428515269325179
6.999751438759293	0.04871920788285471
7.04974966332186	0.01835103762199833
7.099747887884425	
